seed,feature_group,density_bin,density_definition,thresholds_json,perturbation_type,strength,trial_id,n_samples,n_masked_features,baseline_auc,perturbed_auc,delta_auc,auc_drop,flip_rate,benign_to_malware_rate_overall,malware_to_benign_rate_overall,benign_to_malware_rate_cond,malware_to_benign_rate_cond,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,10,120107,1,0.99652180250775,0.99652180250775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.507659637478653e-08,3.507659637478653e-08,3.507659637478653e-08
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,10,239893,1,0.9428736923409484,0.9428736923409486,-2.220446049250313e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,9.511697770483556e-08,9.511697770483556e-08,9.511697770483556e-08
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,10,120000,1,0.8926097197222223,0.8927610097222223,-0.00015129000000002613,-0.00015129000000002613,0.000725,0.00023333333333333333,0.0,0.00046666666666666666,0.0,0.0004245411686273824,0.0004245411686273824,5.462464961077152e-05
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,11,120107,1,0.99652180250775,0.99652180250775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.507659637478653e-08,3.507659637478653e-08,3.507659637478653e-08
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,11,239893,1,0.9428736923409484,0.9428736923409486,-2.220446049250313e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,9.511697770483556e-08,9.511697770483556e-08,9.511697770483556e-08
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,11,120000,1,0.8926097197222223,0.8927610097222223,-0.00015129000000002613,-0.00015129000000002613,0.000725,0.00023333333333333333,0.0,0.00046666666666666666,0.0,0.0004245411686273824,0.0004245411686273824,5.462464961077152e-05
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,12,120107,1,0.99652180250775,0.9946565519268415,0.001865250580908473,0.001865250580908473,0.01594411649612429,0.014828444636865461,0.0,0.029683333333333332,0.0,0.014958677086910982,0.014958677086910982,-0.007650457767674634
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,12,239893,1,0.9428736923409484,0.9460609174778066,-0.003187225136858207,-0.003187225136858207,0.022068172060043436,0.003109719750055233,0.0,0.006216666666666666,0.0,0.013476209447009259,0.013476209447009259,-0.004637897997264942
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,12,120000,1,0.8926097197222223,0.8894929377777778,0.0031167819444444245,0.0031167819444444245,0.016216666666666667,0.010241666666666666,0.0,0.020483333333333333,0.0,0.014406528938988958,0.014406528938988958,-0.0004995450105668733
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,13,120107,1,0.99652180250775,0.9958575712202128,0.0006642312875372314,0.0006642312875372314,0.0025810319132107203,0.0014653600539518928,0.0,0.0029333333333333334,0.0,0.012925846321947761,0.012925846321947761,-0.0008123629573016805
