seed,scope,feature_group,metric,mean,std,min,max
77,metric,imports,f1,0.8585614524651889,0.021858820060976076,0.8128397917871603,0.8865286658718977
77,metric,imports,auc,0.9339123709375,0.008893777394902422,0.9156015237500001,0.944218545
77,metric,imports,positive_rate,0.4042354166666667,0.019903602213579057,0.3645,0.42705
77,metric,imports,score_std,0.3646049925161761,0.008086226371037768,0.3479075133679537,0.3770027155981121
77,metric,imports,degenerate_prediction,0.0,0.0,0.0,0.0
77,metric,imports,mix_at_k,0.1779593402777778,0.02472475788691958,0.11334,0.233235
77,metric,imports,silhouette,0.03565886879427177,0.01571884915337312,0.021540182272976733,0.07583250965912632
77,metric,imports,js_divergence,0.03725580118182698,0.007942150804650423,0.02467995709971211,0.053917900403113166
77,rank,imports,auc_rank,5.0,0.0,5.0,5.0
77,rank,imports,acc_rank,5.0,0.0,5.0,5.0
77,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
77,rank,imports,silhouette_rank,4.666666666666667,0.6236095644623235,3.0,5.0
77,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
77,metric,strings,acc,0.9129916666666668,0.012261649789304677,0.89435,0.93355
77,metric,strings,f1,0.909889476049521,0.013000426967482992,0.8892499606897636,0.9314064516129033
77,metric,strings,auc,0.9760784663541667,0.006200975952003579,0.9677778949999999,0.9866929449999999
77,metric,strings,positive_rate,0.46606250000000005,0.008038037825448026,0.45395,0.479475
77,metric,strings,score_std,0.3887974498915259,0.012735614797814458,0.3676543361610414,0.4098911337507077
77,metric,strings,degenerate_prediction,0.0,0.0,0.0,0.0
77,metric,strings,mix_at_k,0.10221432291666667,0.01622708633249342,0.069225,0.12721875
77,metric,strings,silhouette,0.051138013131127945,0.01415126185238203,0.03226440648972088,0.08264412173161552
77,metric,strings,js_divergence,0.0005282428260277575,0.0002298646475975862,0.00026105276929801516,0.0009694760641397785
77,rank,strings,auc_rank,4.0,0.0,4.0,4.0
77,rank,strings,acc_rank,4.0,0.0,4.0,4.0
77,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
77,rank,strings,silhouette_rank,3.0833333333333335,0.2763853991962833,3.0,4.0
77,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
77,metric,all,acc,0.9490770833333334,0.007384100729025097,0.937425,0.961375
77,metric,all,f1,0.9476476647651079,0.007847800858578986,0.9344438333202378,0.9604990668064326
77,metric,all,auc,0.9914831695833334,0.002287302094107358,0.9869198437499999,0.99505796125
